advertiserId,programmeName,conversionRate,approvalRate,epc,launchDate,paymentStatus,paymentRiskLevel,awinIndex,feedEnabled,productReporting,commissionMin,commissionMax,leadMin,leadMax,cookieLength,parentSectors,subSectors,primarySector,averagePaymentTime,primaryRegion,descriptionShort,logoUrl,displayUrl
83905,WOW Kingdom,100,100.00,4.50,2024-07-16,amber,exposurelevel1,70.1167,no,no,0,0,0,0,30,Retail & Shopping,Jewellery,Jewellery,54,GB,"Welcome to WowKingdom! The home of brands you see on your screen, just at the best possible prices.",https://ui.awin.com/images/upload/merchant/profile/83905.png,https://wowkingdom.com/
120407,Deluxehomeartshop FR,100,76.47,2.03,2025-10-03,amber,exposurelevel1,59.9481,yes,no,0,0,0,0,30,Retail & Shopping,Furniture & Soft Furnishings|Home & Garden,Home & Garden,57,FR,"DeluxeHomeartShop est le leader européen des bougies LED. Avec un vaste choix et une base de clients solide dans toute l'Europe, DeluxeHomeart est un produit fantastique à proposer sur vos sites d'affiliation.",https://ui.awin.com/images/upload/merchant/profile/120407.png,https://deluxehomeartshop.fr/
105565,Ruadh,100,100.00,99.75,2024-10-24,green,none,88.6667,yes,no,0,0,0,0,30,Retail & Shopping,Clothing,Clothing,29,US,"RÙADH (pronounced “roo-ah”) means “red” in Scottish Gaelic and is associated with historic concepts of beauty and strength. Shaped by childhood landscapes, subversive femininity, and quiet resilience.",https://ui.awin.com/images/upload/merchant/profile/105565.png,https://ruadh.com/
54691,Bett1 ES,100,100.00,1.18,2024-04-29,amber,exposurelevel2,67.7847,yes,no,0,0,0,0,30,Retail & Shopping,Furniture & Soft Furnishings,Furniture & Soft Furnishings,111,ES,"bett1.de se lanzó en 2004 como una tienda en línea de colchones en Alemania. Gracias a que somos los fabricantes, ofrecemos los mejores productos a un precio justo.",https://ui.awin.com/images/upload/merchant/profile/54691.png,https://m.exactag.com/cl.aspx?extProvId=69&extProvApi=bett1-es-awin&extPu=bett1-awin&extLi=Default&extSi=!!!affid!!!&url=https://bett1.es/
40988,Lifta DE,100,87.50,12.60,2023-01-23,green,none,50.635,no,no,0,0,0,0,30,Retail & Shopping,Home & Garden,Home & Garden,87,DE,"Lifta unterstützt Menschen dabei, weiterhin unabhängig zu Hause mobil zu bleiben und ein selbstbestimmtes Leben zu führen. Als Treppenlift-Anbieter und Marktführer mit jahrzehntelanger Erfahrung wissen wir genau, worauf es bei Sitzliften ankommt.",https://ui.awin.com/images/upload/merchant/profile/40988.png,https://www.lifta.de/
58709,Macondo Forever,100,100.00,1.43,2025-07-29,green,none,83.8097,yes,yes,0,0,0,0,90,Retail & Shopping,Home & Garden,Home & Garden,42,US,"Welcome to the Macondo Forever Affiliate Program! Join our community of dedicated affiliates and play a vital role in empowering over 100+ artisans in thriving communities. At Macondo Forever, we showcase a remarkable collection of handwoven",https://ui.awin.com/images/upload/merchant/profile/58709.png,https://macondoforever.com/?utm_source=Shareasale&utm_campaign=Affiliates
103369,Half Asleep,100,100.00,25.63,2025-08-05,green,none,0,no,yes,0,0,0,0,30,Retail & Shopping,Clothing,Clothing,null,US,"Who We Are:
Half Asleep is the sleepwear of your dreams, created for the passionate ones, kept up by their “crazy” ideas, the outside-the-box thinkers. Outrageously comfortable, luxuriously soft and environmentally conscious. Because no drea",https://ui.awin.com/images/upload/merchant/profile/103369.png,https://www.halfasleep.co
66378,Connie Gray,100,100.00,32.77,2023-11-22,amber,exposurelevel1,85.6103,no,no,0,0,0,0,30,Retail & Shopping,Gifts & Flowers|Home & Garden,Home & Garden,61,GB,"Connie Gray Luxury Fragrances, Diffusers and Candles are all Hand-made in the UK and named after some of our favourite places in London.",https://ui.awin.com/images/upload/merchant/profile/66378.png,https://www.conniegray.london/
76708,Mondaine,100,100.00,1.93,2024-05-08,amber,exposurelevel2,0,no,no,0,0,0,0,30,Retail & Shopping,Clothing Accessories|Jewellery,Jewellery,104,NL,"Mondaine is een Zwitsers klokken en horloge merk. De tijdloze horloges en klokken van Mondaine zijn van hoge kwaliteit (Swiss made) en hebben een tijdloos, minimalistisch design.",https://ui.awin.com/images/upload/merchant/profile/76708.png,https://www.mondaine.nl/
33301,"Smart Tracking Technologies, LLC DBA Link My Pet",100,100.00,11.18,2025-08-05,green,none,62.7847,yes,yes,0,0,0,0,30,Retail & Shopping,Home & Garden,Home & Garden,66,US,"We offer 10% in affiliate commission on Link. Presently, Link is only available in the Untied States and we offer free shipping.

Link My Pet is a smart pet wearable for dogs.  Link is a leader in this emerging pet tech.  Link is more than jus",https://ui.awin.com/images/upload/merchant/profile/33301.png,https://www.linkmypet.com
57595,Roe caviar,75.4132,100.00,12.59,2025-07-30,green,none,62.2585,no,yes,0,0,0,0,60,Retail & Shopping,Gifts & Flowers,Gifts & Flowers,71,US,"We are a Los Angeles based sustainable caviar company. Artfully presented in a gold rim black tin within a timeless wood box. A beautiful gift for someone in your life or a wonderful treat for yourself.  
Harvested from a Northern California",https://ui.awin.com/images/upload/merchant/profile/57595.png,https://Www.roecaviar.com
123444,Astley Clarke UK,68.75,100.00,0.16,2026-02-17,amber,exposurelevel2,75.0164,no,no,0,0,0,0,30,Retail & Shopping,Jewellery,Jewellery,null,GB,"Founded in 2006, Astley Clarke is a British jewellery brand, specialising in demi fine and fine jewellery, designed to be worn everyday.",https://ui.awin.com/images/upload/merchant/profile/123444.png,https://www.astleyclarke.com/
81973,No War Factory IT,66.6667,66.67,1.97,2024-06-25,amber,exposurelevel1,68.1967,no,no,0,0,0,0,30,Retail & Shopping,Clothing Accessories|Jewellery,Jewellery,49,IT,Gioielli in alluminio realizzati a mano riciclati da scarti di ordigni bellici in Laos. Siamo una realtà aziendale che s'identifica con una etica produttiva solidale e responsabile.,https://ui.awin.com/images/upload/merchant/profile/81973.png,https://www.nowarfactory.com/
19292,Skoup,66.6667,100.00,1.80,2020-07-27,amber,exposurelevel2,0,no,no,1,1,0,0,30,Retail & Shopping|Telco's & Services,Home & Garden|Office Supplies|B2B Utility Services|Business Services (B2B)|Utilities,Home & Garden,null,GB,"Skoup is the simple way to get rid of stuff. We offer three simple waste removal services: Skip It. Van It, Bag It - all bookable online via skoup.co.uk.",https://ui.awin.com/images/upload/merchant/profile/19292.png,https://www.skoup.co.uk/
124336,Grow Fit Club,64.2857,100.00,0.64,2026-02-18,green,none,91.0643,no,no,0,0,0,0,30,Retail & Shopping,Gadgets|Health & Beauty|Sports Equipment,Health & Beauty,null,US,"Grow Fit is a zero-friction fitness tracking platform that connects to Strava and Fitbit in one click. Activities sync automatically, streaks build themselves, and social features keep users accountable.",https://ui.awin.com/images/upload/merchant/profile/124336.png,https://grow-fit.club/
69234,Holly and Beau Ltd,60,100.00,3.73,2025-07-23,green,none,62.7061,yes,yes,0,0,0,0,30,Retail & Shopping,Childrenswear|Clothing|Baby & Toddler,Childrenswear,71,US,"
	
		
	
	
		
		
			
				
					
						
							
								",https://ui.awin.com/images/upload/merchant/profile/69234.png,https://www.hollyandbeau.com
104553,PVC Streifen Shop GmbH,55,100.00,8.16,2024-11-08,amber,exposurelevel1,90.4825,no,no,0,0,0,0,30,Retail & Shopping|Telco's & Services,FMCG|Home & Garden|Pets & Pet Care|B2B Telecommunications Services|B2B Utility Services|Business Services (B2B),Business Services (B2B),40,DE,"PVC Streifen Vorhänge, Rollen, Meterware",https://ui.awin.com/images/upload/merchant/profile/104553.png,https://www.pvcstreifen-vorhang.de/
109812,Happy Paws,55,100.00,3.85,2025-07-29,green,none,0,no,yes,0,0,0,0,30,Retail & Shopping,Home & Garden,Home & Garden,70,US,"Happy Paws is a California-based company dedicated to providing dog owners with high-quality health supplements for their pets. Our wide selection of organic dog supplements includes tail-wagging formulas for calming, immunity, hip and joint hea",https://ui.awin.com/images/upload/merchant/profile/109812.png,https://HappyPaws.com
94309,Aivituvin,53.5714,75.00,14.88,2025-08-12,amber,exposurelevel5,51.9052,no,yes,0,0,0,0,30,Retail & Shopping,Home & Garden,Home & Garden,66,US,"In January 2000, we designed and produced our first chicken coop. This became a revolutionary step for our company and one that was met with great success. Our chicken coop was just the beginning- of our popular pet homes. With over 21 years of",https://ui.awin.com/images/upload/merchant/profile/94309.png,https://aivituvin.com
120033,Kaos UK,52.9412,100.00,16.89,2026-01-07,green,none,78.0222,yes,no,0,0,0,0,30,Retail & Shopping,Furniture & Soft Furnishings|Gifts & Flowers|Green (Eco friendly)|Home & Garden|Baby & Toddler,Baby & Toddler,65,GB,"Welcome to the KAOS Affiliate Programme! We create premium, sustainable products for families. Join us for 7% commission, 30-day cookies, high AOV, quality assets, and seasonal campaigns.",https://ui.awin.com/images/upload/merchant/profile/120033.png,https://www.itskaos.com/
111838,Svirson,52,100.00,5.66,2025-02-11,amber,exposurelevel4,0,no,no,0,0,0,0,30,Retail & Shopping,Home & Garden,Home & Garden,null,US,Low return rateHigh commission rates: 10%Average Order Value：＞$50,https://ui.awin.com/images/upload/merchant/profile/111838.png,https://slavnofilter.com
97897,Shenzhen XuWen E-commerce Co. LTD,51.8349,100.00,1.70,2025-07-30,green,none,0,yes,yes,0,0,0,0,30,Retail & Shopping,Clothing,Clothing,null,US,"Winkcosplay offers the most extensive collection of costumes online, with many exclusives found nowhere else.We offer cosplay wigs,shoes,other accessory prop and halloween costumes, , Average sale amount is $80. We offer a 8% commission on sales",https://ui.awin.com/images/upload/merchant/profile/97897.png,https://winkcosplay.com
2536,Wiltshire Farm Foods,51.2646,99.93,0.92,2009-10-12,amber,exposurelevel2,79.727,no,no,0,3,0,0,30,Retail & Shopping,FMCG|Home & Garden,FMCG,66,GB,"For 30 years, we've been cooking and delivering delicious frozen meals for you to enjoy whenever you like. There are over 340 tasty dishes to choose from, hand-delivered by local drivers who are reliable, friendly and here to help you.",https://ui.awin.com/images/upload/merchant/profile/2536.png,https://wiltshirefarmfoods.com
89723,Sports Box Co.,51.1364,100.00,3.91,2025-08-11,amber,exposurelevel5,0,no,yes,0,0,0,0,15,Retail & Shopping,Gifts & Flowers,Gifts & Flowers,72,US,"Sports Box Co is a youth sports subscription box company. We offer boxes for kids of all ages across several sports: baseball, softball, basketball and hockey.  Customers can order monthly, 3 month, 6 month and 12 month subscription terms and be",https://ui.awin.com/images/upload/merchant/profile/89723.png,https://www.SportsBoxCo.com
65558,Moms on Call,50.4578,100.00,9.93,2025-07-29,green,none,61.9925,yes,yes,0,0,0,0,45,Retail & Shopping,Home & Garden,Home & Garden,73,US,"Thank you for your interest in the Moms on Call Affiliate Program. We are a values-driven, mom and pediatric nurse-founded brand, equipping parents with trusted resources and practical guidance to navigate their child’s first four years with con",https://ui.awin.com/images/upload/merchant/profile/65558.png,https://www.momsoncall.com
123352,Pickleball Bella (US),50.4,100.00,1.28,2026-01-13,amber,exposurelevel4,75.1275,no,no,0,0,0,0,30,Retail & Shopping,Clothing|Clothing Accessories|Sports Equipment|Sportswear,Sportswear,77,US,"FIRST EVER WOMEN'S LABELED PICKLEBALL CLOTHING LINE IN THE WORLDCombining our hand painted one of a kind prints with high quality fabrics, we offer apparel that’s beyond comfortable, extremely functional and a work of art!",https://ui.awin.com/images/upload/merchant/profile/123352.png,https://pickleballbella.com/
91699,Bangle & Babe,50.3846,100.00,1.51,2025-07-30,green,none,61.8177,yes,yes,0,0,0,0,45,Retail & Shopping,Clothing Accessories,Clothing Accessories,71,US,"
Welcome to Bangle & Babe Affilaite Program.
Here is brief introduct",https://ui.awin.com/images/upload/merchant/profile/91699.png,https://www.bangleandbabe.com
81625,Natkina,50.3334,93.88,28.50,2024-06-20,amber,exposurelevel2,81.0947,no,no,0,0,0,0,30,Retail & Shopping,Jewellery,Jewellery,46,GB,"A Swiss Jewellery Brand, NATKINA™. We proudly have the highest quality diamond imitation jewellery, which even experts cannot tell apart",https://ui.awin.com/images/upload/merchant/profile/81625.png,https://natkina.com/
117273,Pietro Brunelli IT,50.3067,42.86,4.27,2025-07-16,amber,exposurelevel4,39.0455,yes,no,0,0,0,0,30,Retail & Shopping,Womenswear,Womenswear,94,IT,"Pietro Brunelli Milano is Italian Elegance for Every Chapter of Motherhood  Beyond. 100% Made in Italy, our collections combine couture-quality design with versatility empowering women before, during, and after pregnancy.",https://ui.awin.com/images/upload/merchant/profile/117273.png,https://www.pietrobrunelli.it/
96833,Third & Main,50,100.00,0.58,2025-07-30,amber,exposurelevel5,0,yes,yes,0,0,0,0,30,Retail & Shopping,Home & Garden,Home & Garden,null,US,"Third & Main is an award-winning home decor company that pioneered the home decor subscription box industry in 2017.

We’ve been featured on NBC, Midwest Home, Bustle, CT Style and more. In addition to our home decor subscription boxes, we als",https://ui.awin.com/images/upload/merchant/profile/96833.png,https://www.mythirdandmain.com
114152,Coolway PT,50,100.00,0.70,2025-05-12,amber,exposurelevel4,0,no,no,0,0,0,0,30,Retail & Shopping,Shoes,Shoes,null,PT,"Coolway is a fashion-forward footwear brand focused on creating unique, trend-driven styles for young, adventurous consumers. With a passion for innovation and design, Coolway combines comfort with creativity, offering shoes that empower self-expression.",https://ui.awin.com/images/upload/merchant/profile/114152.png,https://coolway.com/en-eu?country=PT
38862,"Xuchang Qingcheng Trading Co., Ltd.",50,100.00,10.62,2025-07-30,amber,exposurelevel5,62.7282,yes,yes,0,0,0,0,30,Retail & Shopping,Clothing Accessories,Clothing Accessories,null,US,"1.Brand Story

Welocme to Junodawig.

www.junodawig.com

This is Junoda a lady from China who has been staying in US for 10 years

Junoda’s best friend told what she has experienced in a hair salon on 2010 as belo",https://ui.awin.com/images/upload/merchant/profile/38862.png,https://www.junodawig.com
122448,Aerium PL,50,22.22,4.37,2025-12-16,amber,exposurelevel2,41.1032,yes,no,0,0,0,0,7,,Electronic Accessories|Electronic Superstore,Electronic Accessories,51,PL,"Aeriumshop.pl is a fast-growing store offering electric scooters, drones, mobile air conditioners, air coolers and dehumidifiers. We focus on quality, strong performance and value. Our mobile-optimized shop delivers a smooth and reliable user experience.",https://ui.awin.com/images/upload/merchant/profile/122448.png,https://www.aeriumshop.pl/
93019,luminora,50,100.00,21.85,2025-07-30,amber,exposurelevel5,63.8517,no,yes,0,0,0,0,90,Retail & Shopping,Clothing,Clothing,67,US,"We are a luxury brand specializing in sun-protective apparel. luminora™, meaning ""gift of light,"" merges science, function, and style. Former attorney, Azi Hendi, alongside her husband, skin cancer surgeon Dr. Ali Hendi, created their products w",https://ui.awin.com/images/upload/merchant/profile/93019.png,https://www.luminora.com
95827,hepartshome,50,100.00,9.76,2025-08-05,amber,exposurelevel5,62.6427,no,yes,0,0,0,0,120,Retail & Shopping,Home & Garden,Home & Garden,null,US,"Are you looking for high quality lamps, lights and lighting fixtures from manufacturers around the world? Well, hepartshome is the place for you! we source various lighting fixtures, like chandeliers, pendant light and oversize lights,especial l",https://ui.awin.com/images/upload/merchant/profile/95827.png,https://www.hepartshome.com
114678,Gate Operators Direct,50,100.00,3.24,2025-04-08,amber,exposurelevel1,70.6573,no,yes,0,0,0,0,30,Retail & Shopping,Home & Garden,Home & Garden,null,US,"Gate Operators Direct – Your Trusted Source for Gate Automation SolutionsAt Gate Operators Direct, we specialize in providing high-quality, reliable, and affordable gate automation solutions for residential, commercial, and industrial properties.",https://ui.awin.com/images/upload/merchant/profile/114678.png,https://gateoperatorsdirectusa.com
116267,Light Socket Security Camera (US),50,100.00,3.78,2025-07-09,amber,exposurelevel1,92.7113,no,yes,0,0,0,0,30,Retail & Shopping,Home & Garden,Home & Garden,null,US,"""Revolutionary Light Socket Security Camera installs in seconds - just screw in like a bulb! 360° 1080P HD monitoring, motion alerts, night vision, indoor/outdoor use. iPhone/Android compatible. No monthly fees, great conversions!""",https://ui.awin.com/images/upload/merchant/profile/116267.png,https://lightsocketsecuritycameras.com/MP/
72867,THEO The Label,50,100.00,7.11,2025-07-23,green,none,62.3777,yes,yes,0,0,0,0,60,Retail & Shopping,Clothing,Clothing,76,US,"THEO, in ancient Greek, is a gift from above. For the woman long in search of atelier-inspired designs at contemporary price points, THEO is that offering. A ready-to-wear collection of clothing, shoes, and accessories, THEO’s pieces embody a wo",https://ui.awin.com/images/upload/merchant/profile/72867.png,https://WWW.THEOTHELABEL.COM
115791,theXuit (US),50,100.00,0.55,2025-05-16,amber,exposurelevel4,85.055,no,yes,0,0,0,0,30,Retail & Shopping,Electronic Accessories,Electronic Accessories,null,US,"theXuit is committed to delivering innovative accessories that address battery life challenges for Ray-Ban Meta smart glasses and other high-tech devices. Our solutions are designed to keep your gadgets powered longer, ensuring uninterrupted connectivity",https://ui.awin.com/images/upload/merchant/profile/115791.png,https://thexuit.com/
83231,Belawave,50,100.00,1.25,2025-07-24,green,none,61.7917,yes,yes,0,0,0,0,30,Retail & Shopping,Clothing,Clothing,69,US,"BelaWave is an online retail company specializing in women’s clothing, with a primary focus on swimwear. Our store offers a wide range of modern and comfortable designs that cater to different body types and style preferences.",https://ui.awin.com/images/upload/merchant/profile/83231.png,https://belawave.com
124376,Eshi UK,50,100.00,0.31,2026-02-27,amber,exposurelevel4,75.0312,no,no,0,0,0,0,30,,Lingerie,Lingerie,null,GB,"ESHI is a British-born lingerie brand, dedicated to crafting effortlessly elegant underwear that honours the female body.The art of lingerie crafted for her to be everything she is. ESHI offers sizes 30A to 40G and 6-22.",https://ui.awin.com/images/upload/merchant/profile/124376.png,https://www.eshiunderwear.com/
117623,Prosto Concept (US),50,100.00,4.06,2025-07-01,amber,exposurelevel4,0,yes,no,0,0,0,0,30,Retail & Shopping,Furniture & Soft Furnishings|Baby & Toddler,Baby & Toddler,127,US,"Whimsical, hand-crafted baby pillows made from organic materials. Perfect for nursery decor and baby gifts. Earn 4% to 25% commission per sale. Loved by new moms and design-forward families across the U.S., UK, and EU.",https://ui.awin.com/images/upload/merchant/profile/117623.png,https://prostoconcept.com/
9348,Friesland Porzellan DE,50,100.00,16.51,2017-10-18,amber,exposurelevel6,0,yes,no,8,8,0,0,60,Retail & Shopping,Department Stores|Gifts & Flowers|Home & Garden,Home & Garden,null,DE,"﻿﻿Bewerben Sie klassisches, modernes und trendiges Marken Geschirr von Friesland Porzellan, seit 1953 Made in Germany (früher Melitta).  Verdienen Sie bis zu 8% Provision je Sale mit Friesland Porzellan direkt vom Hersteller.",https://ui.awin.com/images/upload/merchant/profile/9348.png,https://www.frieslandversand.de
92789,Wisdom Home Decoration Inc,50,100.00,3.00,2025-07-30,amber,exposurelevel5,0,no,yes,0,0,0,0,30,Retail & Shopping,Home & Garden,Home & Garden,null,US,"Amagabeli’s Latin compound word for beautiful garden is a good wish of the creator.
As a passionate and energetic brand, we provide all the products you need in the garden.
After 5 years of development, the outdoor garden produ",https://ui.awin.com/images/upload/merchant/profile/92789.png,https://www.amagabeli.com
94725,ATLANTA POST CAPS,50,100.00,0.68,2025-07-29,amber,exposurelevel5,61.7342,no,yes,0,0,0,0,90,Retail & Shopping,Home & Garden,Home & Garden,null,US,"Atlanta Post Caps is an American manufacturer and retailer of fence post caps and solar post caps. Our primary customers are home owners and builders/contractors. Our average sale range bewtween two-hundred and fifty and $350 dollars USD, althou",https://ui.awin.com/images/upload/merchant/profile/94725.png,https://www.atlantapostcaps.com
120810,Dorina -Benelux,50,100.00,0.45,2025-10-22,amber,exposurelevel4,0,no,no,0,0,0,0,30,Retail & Shopping,Clothing|Clothing Accessories|Lingerie,Lingerie,null,NL,"With decades of expertise, Dorina is a lingerie specialist dedicated to designing stylish, high-quality essentials that support and celebrate every body, without compromise.We proudly offer one of the most inclusive size ranges on the market.",https://ui.awin.com/images/upload/merchant/profile/120810.png,https://dorina.com/
120852,Zentein Nutrition Inc. (CA),47.1429,100.00,2.48,2026-01-23,amber,exposurelevel4,75.2481,no,no,0,0,0,0,30,Retail & Shopping,Green (Eco friendly)|Health & Beauty|Pharmaceuticals|Sports Equipment|Sportswear|Wine Spirits & Tobacco,Health & Beauty,null,CA,Zentein isn’t just a supplement brand. It’s a commitment to fueling your potential. We’ve created high-quality collagen protein bars that don’t just taste great but actually deliver real results.,https://ui.awin.com/images/upload/merchant/profile/120852.png,https://www.zentein.ca/
59733,FC Surprise,46.6667,100.00,0.93,2023-09-29,amber,exposurelevel1,81.093,no,no,0,0,0,0,30,Retail & Shopping,Sports Equipment|Sportswear,Sportswear,57,NL,"FC Surprise verkoopt online mystery voetbalshirts (https://www.fcsurprise.nl). Het concept is heel simpel, bij FC Surprise ontvang je een mystery box met daarin een offieel voetbalshirt van een willekeurige club of land.",https://ui.awin.com/images/upload/merchant/profile/59733.png,https://www.fcsurprise.nl/
120934,Skisport IT,46.4286,100.00,0.84,2025-10-22,amber,exposurelevel2,0,yes,no,0,0,0,0,30,Retail & Shopping,Sports Equipment|Sportswear,Sportswear,53,IT,"Skisports.it is part of one of Europe’s largest ski shops, offering 70+ leading brands since 2003. Affiliates earn up to 6.25% commission with fast approvals, monthly payouts, and flexible promotion options across content, cashback and comparison sites",https://ui.awin.com/images/upload/merchant/profile/120934.png,http://skisports.it/
45365,Mane Label Hair Co,45.4545,100.00,1.65,2025-08-05,amber,exposurelevel5,0,no,yes,0,0,0,0,30,Retail & Shopping,Clothing Accessories,Clothing Accessories,null,US,,https://ui.awin.com/images/upload/merchant/profile/45365.png,https://manelabelhairco.com
122244,Floetica,45,100.00,2.72,2025-11-17,amber,exposurelevel1,83.2718,no,no,0,0,0,0,30,Retail & Shopping,Gifts & Flowers,Gifts & Flowers,42,GB,"Luxury London florist offering same-day delivery across the city. Featured among London’s top florists by Condé Nast Traveller, Harper’s Bazaar and SheerLuxe for exceptional quality, design and service.",https://ui.awin.com/images/upload/merchant/profile/122244.png,https://www.floetica.com/
120525,Memorialize Art (US),41.6667,100.00,1.26,2025-10-16,amber,exposurelevel1,75.1263,no,no,0,0,0,0,30,Retail & Shopping,Clothing|Gifts & Flowers|Photography|Photos & Print Services,Photos & Print Services,57,US,"Memorialize Art creates hand-painted custom portraits from your photos perfect for gifts or keepsakes. Earn 4% commission per sale, with top performers receiving up to 15%. Worldwide shipping available. Join and start earning today!",https://ui.awin.com/images/upload/merchant/profile/120525.png,https://memorialize.art/
119579,The Breakfast Pantry (US),40,100.00,3.10,2025-10-01,amber,exposurelevel4,80.6429,no,yes,0,0,0,0,30,Retail & Shopping,Home & Garden,Home & Garden,null,US,"The Breakfast Pantry is a sister-powered, online shop rooted in Toronto, Canada. We’re best known for our Glass Canisters — carefully crafted to offer elegant and functional storage solutions for your home.",https://ui.awin.com/images/upload/merchant/profile/119579.png,https://www.thebreakfastpantry.com/
24494,Chummys Bakery,39.2265,100.00,0.87,2021-08-03,amber,exposurelevel1,81.0866,no,no,0,0,0,0,30,Retail & Shopping,FMCG|Gifts & Flowers,Gifts & Flowers,42,GB,"If you're looking for the next big opportunity for high commissions, apply to join our program today, we're especially looking for influencers, bloggers, v-loggers and creators that we can support with generous payments.",https://ui.awin.com/images/upload/merchant/profile/24494.png,https://chummysbakery.co.uk
